base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Back,1994-95,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,32489.06638939725,68917.97094262898,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Construction,,,,53888.19434763302,191622.25794473168,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,73325.86211088399,218528.789367149,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,6411.466619601912,19071.16092098195,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,79949.94810373698,238212.7283150211,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,13501.199989728571,20904.94735771426,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,643.3067494527763,1864.6250728385085,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,16092.010674910256,13301.839253815693,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,30049.25293999773,87429.23620592002,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,58998.245088159325,113849.30514327962,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Financial Services,,,,39272.268546372026,121081.54891883607,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,106114.26961931809,362939.6522408901,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Public Administration and Defence,,,,51712.820987826395,160049.7149844903,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Other Services,,,,49253.22370399141,121963.19004244723,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,Total Gross Value Added,,,,933790.3675099227,2775835.241336354,₹ Crore
2011-12,Back,1994-95,Gross Value Added,Annual,,,,,,933790.0532574456,2775834.4981621355,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,153116.71933912367,571394.0126734659,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,43768.88942046639,162603.18156278098,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,32020.073557880813,115208.45185123936,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,8090.203196446311,33640.72321126834,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,235482.53919529446,876681.1375529914,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Mining and Quarrying,,,,22394.605050765163,135487.40298436416,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,13381.519164502011,40166.067456526536,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,22845.886892734125,54529.519999918506,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,Metal Products,,,30940.76104933192,91778.86572372622,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,15584.373477284416,34739.43002619772,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,52573.163452691624,160251.4365938897,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Manufacturing,,,,139420.43250634588,388799.1288844154,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,25895.689507263894,63009.64565167071,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Construction,,,,46893.659844668065,181836.74422755942,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,61020.774393932916,197144.4211803201,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,5668.468082752377,18328.04798485455,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,66826.23973962171,215894.75967834226,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,11818.64469079468,20456.724839085822,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,531.465197838813,1822.9933111856028,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,12749.032691554134,11524.132641335405,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,25444.406058855002,79451.98380529702,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,49660.55503271769,104415.55674495365,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Financial Services,,,,33019.93738722092,115640.85907485391,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,97050.80635030083,351127.12328336394,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Public Administration and Defence,,,,46346.966195223205,157905.41191855018,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Other Services,,,,44270.979641492675,119340.35308860421,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,Total Gross Value Added,,,,799471.8185755482,2608995.217617357,₹ Crore
2011-12,Back,1993-94,Gross Value Added,Annual,,,,,,799471.5495258685,2608994.519111209,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,132228.25991191404,553784.4597403806,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,37767.082839026814,157547.87557782597,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,28293.953818068334,115763.79970357368,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,6448.96002956809,30249.17746906869,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,203009.2192537062,848488.3569533052,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Mining and Quarrying,,,,19253.503036023976,133629.35981568712,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,10653.831356984285,34319.441413985565,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,16887.558512286778,43481.158028553866,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,Metal Products,,,29464.550619299473,90787.71924359247,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,14017.821836755149,32787.392836622115,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,45023.66114317175,147100.3508566111,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Manufacturing,,,,120275.04538617254,358038.7948394124,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,21967.1772537271,58612.25289029708,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Construction,,,,42449.54609543943,180806.45695703645,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,51979.72701053859,184389.34135940528,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,4821.6192740540955,16925.080585376567,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,56918.884039265125,201733.9258559758,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,10370.26228965428,20806.90620361681,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,487.99313536208535,1760.3369146908383,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,9896.2138452944,10172.804674113519,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,21369.64547534816,73560.6311732347,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,41517.63715634092,97858.0053514994,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Financial Services,,,,25179.080832868545,101202.55648345385,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,84284.02922895746,321321.28917205933,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Public Administration and Defence,,,,42141.41917721279,153947.59370959963,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Other Services,,,,38547.87618076588,111716.26010721925,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,Total Gross Value Added,,,,687816.3252581542,2468738.161638306,₹ Crore
2011-12,Back,1992-93,Gross Value Added,Annual,,,,,,687816.0937843764,2468737.5006831717,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,118120.89854439818,517277.76739395503,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,33754.41211958561,146923.165529431,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,26164.96351817585,118535.54642294948,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,5158.89242910656,27867.196379029334,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,181017.10264792928,795574.6340739252,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Mining and Quarrying,,,,16695.98983888109,132410.43469521616,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,9741.789469198724,33782.88244125592,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,15234.862671179832,42507.67599600159,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,Metal Products,,,26262.550852468496,91492.15523712759,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,13213.946160878426,33282.79813321576,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,37618.687168044016,143369.4250758969,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Manufacturing,,,,103817.67634081256,347306.39019541687,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,17394.5296618117,54809.5434493747,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Construction,,,,37204.868055018844,174723.28255107917,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,44602.22003500671,173970.68732329644,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,4088.474608205967,15902.3683003718,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,48797.40588477883,190277.56624034417,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,9045.224906516942,21331.683963152504,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,444.4975295318325,1722.2555409185466,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,7621.315588269313,9023.935352499777,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,17780.96172413253,69537.58736377767,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,34485.569425299575,93396.76774961475,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Financial Services,,,,24242.915008289285,98578.27716978341,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,73203.77923995012,299688.7529167924,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Public Administration and Defence,,,,36596.01125036148,146550.82545181774,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Other Services,,,,32914.01265289434,104471.15502394502,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,Total Gross Value Added,,,,599659.5920310096,2343060.1269222116,₹ Crore
2011-12,Back,1991-92,Gross Value Added,Annual,,,,,,599659.3902249953,2343059.4996148506,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,100317.23288798323,529514.8858609309,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,28697.55596341754,150741.44985806177,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,25359.609218301095,117621.94110599812,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,4544.681832819257,26899.07231035826,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,154952.85672830028,811417.4646050581,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Mining and Quarrying,,,,15234.352751161592,128109.28304369199,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,8705.077835926757,33938.780976927424,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,14475.302153232144,44027.68729957814,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,Metal Products,,,23885.833758084882,90524.7632734041,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,12479.770507075113,35306.179267248015,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,33726.557692733506,145277.9785503322,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Manufacturing,,,,95620.28100668837,355841.11041593173,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,14207.090406300103,49964.576685055385,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,Construction,,,,33101.5428568748,171197.90828194193,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,39170.77358662658,173016.9531927319,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,3577.3741948038696,15779.344586865758,₹ Crore
2011-12,Back,1990-91,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,42843.45087035777,189201.3448838506,₹ Crore
